prodid,category,date,sales
PT-71837,Pain Killer,7/1/2010,2824
PT-71837,Pain Killer,8/1/2010,3000
PT-71837,Pain Killer,9/1/2010,3600
PT-71837,Pain Killer,10/1/2010,3330
PT-71837,Pain Killer,11/1/2010,7050
PT-71837,Pain Killer,12/1/2010,1969
PT-71838,Pain Killer,1/1/2010,2030
PT-71838,Pain Killer,2/1/2010,3500
PT-71838,Pain Killer,3/1/2010,3973
PT-71838,Pain Killer,4/1/2010,1800
PT-71838,Pain Killer,5/1/2010,3628
PT-71838,Pain Killer,6/1/2010,2741
PT-71838,Pain Killer,7/1/2010,3100
PT-71838,Pain Killer,8/1/2010,2730
PT-71838,Pain Killer,9/1/2010,3046
PT-71838,Pain Killer,10/1/2010,5000
PT-71838,Pain Killer,11/1/2010,4038
PT-71838,Pain Killer,12/1/2010,500
PT-71839,Sleeping Pills,1/1/2010,1529
PT-71839,Sleeping Pills,2/1/2010,2144
PT-71839,Sleeping Pills,3/1/2010,3252
PT-71839,Sleeping Pills,4/1/2010,1700
PT-71839,Sleeping Pills,5/1/2010,2080
PT-71839,Sleeping Pills,6/1/2010,2300
PT-71839,Sleeping Pills,7/1/2010,1910
PT-71839,Sleeping Pills,8/1/2010,2478
PT-71839,Sleeping Pills,9/1/2010,1788
PT-71839,Sleeping Pills,10/1/2010,3256
PT-71839,Sleeping Pills,11/1/2010,3477
PT-71839,Sleeping Pills,12/1/2010,1775
PT-71840,Laxative,1/1/2010,3124
PT-71840,Laxative,2/1/2010,21800
PT-71840,Laxative,3/1/2010,10400
PT-71840,Laxative,4/1/2010,13659
PT-71840,Laxative,5/1/2010,6833
PT-71840,Laxative,6/1/2010,11294
PT-71840,Laxative,7/1/2010,7918
PT-71840,Laxative,8/1/2010,8266
PT-71840,Laxative,9/1/2010,6052
PT-71840,Laxative,10/1/2010,7980
PT-71840,Laxative,11/1/2010,18579
PT-71840,Laxative,12/1/2010,1550
PT-71841,Laxative,1/1/2010,8400
PT-71841,Laxative,2/1/2010,18000
PT-71841,Laxative,3/1/2010,14627
PT-71841,Laxative,4/1/2010,12245
PT-71841,Laxative,5/1/2010,18970
PT-71841,Laxative,6/1/2010,12306
PT-71841,Laxative,7/1/2010,16081
PT-71841,Laxative,8/1/2010,14968
PT-71841,Laxative,9/1/2010,15124
PT-71841,Laxative,10/1/2010,18500
PT-71841,Laxative,11/1/2010,34500
PT-71841,Laxative,12/1/2010,6000
PT-71842,Soy Lecithin,1/1/2010,1200
PT-71842,Soy Lecithin,2/1/2010,1646
PT-71842,Soy Lecithin,3/1/2010,2089
PT-71842,Soy Lecithin,4/1/2010,2376
PT-71842,Soy Lecithin,5/1/2010,2738
PT-71842,Soy Lecithin,6/1/2010,3720
PT-71842,Soy Lecithin,7/1/2010,2010
PT-71842,Soy Lecithin,8/1/2010,1520
PT-71842,Soy Lecithin,9/1/2010,2360
PT-71842,Soy Lecithin,10/1/2010,4090
PT-71842,Soy Lecithin,11/1/2010,7062
PT-71842,Soy Lecithin,12/1/2010,900
PT-71843,Soy Lecithin,1/1/2010,936
PT-71843,Soy Lecithin,2/1/2010,2200
PT-71843,Soy Lecithin,3/1/2010,2890
PT-71843,Soy Lecithin,4/1/2010,2022
PT-71843,Soy Lecithin,5/1/2010,2612
PT-71843,Soy Lecithin,6/1/2010,3009
PT-71843,Soy Lecithin,7/1/2010,3814
PT-71843,Soy Lecithin,8/1/2010,2618
PT-71843,Soy Lecithin,9/1/2010,3993
PT-71843,Soy Lecithin,10/1/2010,3500
PT-71843,Soy Lecithin,11/1/2010,6500
PT-71843,Soy Lecithin,12/1/2010,1460
PT-71847,Vitamins,1/1/2010,5393
PT-71847,Vitamins,2/1/2010,17325
PT-71847,Vitamins,3/1/2010,18693
PT-71847,Vitamins,4/1/2010,12192
PT-71847,Vitamins,5/1/2010,13827
PT-71847,Vitamins,6/1/2010,15708
PT-71847,Vitamins,7/1/2010,10500
PT-71847,Vitamins,8/1/2010,11036
PT-71847,Vitamins,9/1/2010,7000
PT-71847,Vitamins,10/1/2010,12000
PT-71847,Vitamins,11/1/2010,31203
PT-71847,Vitamins,12/1/2010,6900
PT-71848,Vitamins,1/1/2010,8900
PT-71848,Vitamins,2/1/2010,16282
PT-71848,Vitamins,3/1/2010,12100
PT-71848,Vitamins,4/1/2010,12946
PT-71848,Vitamins,5/1/2010,12300
PT-71848,Vitamins,6/1/2010,15808
PT-71848,Vitamins,7/1/2010,16620
PT-71848,Vitamins,8/1/2010,11238
PT-71848,Vitamins,9/1/2010,11000
PT-71848,Vitamins,10/1/2010,9049
PT-71848,Vitamins,11/1/2010,14300
PT-71848,Vitamins,12/1/2010,2836
PT-71849,Memory Pills,1/1/2010,284
PT-71849,Memory Pills,2/1/2010,840
PT-71849,Memory Pills,3/1/2010,1452
PT-71849,Memory Pills,4/1/2010,1678
PT-71849,Memory Pills,5/1/2010,2200
PT-71849,Memory Pills,6/1/2010,2050
PT-71849,Memory Pills,7/1/2010,1500
PT-71849,Memory Pills,8/1/2010,671
PT-71849,Memory Pills,9/1/2010,1037
PT-71849,Memory Pills,10/1/2010,1674
PT-71849,Memory Pills,11/1/2010,2022
PT-71849,Memory Pills,12/1/2010,208
PT-71850,Vitamins,1/1/2010,4650
PT-71850,Vitamins,2/1/2010,15765
PT-71850,Vitamins,3/1/2010,6240
PT-71850,Vitamins,4/1/2010,6064
PT-71850,Vitamins,5/1/2010,23495
PT-71850,Vitamins,6/1/2010,11697
PT-71850,Vitamins,7/1/2010,7738
PT-71850,Vitamins,8/1/2010,16088
PT-71850,Vitamins,9/1/2010,16804
PT-71850,Vitamins,10/1/2010,25300
PT-71850,Vitamins,11/1/2010,53367
PT-71850,Vitamins,12/1/2010,7162
PT-71851,Vitamins,1/1/2010,9113
PT-71851,Vitamins,2/1/2010,12120
PT-71851,Vitamins,3/1/2010,7427
PT-71851,Vitamins,4/1/2010,7031
PT-71851,Vitamins,5/1/2010,13137
PT-71851,Vitamins,6/1/2010,12251
PT-71851,Vitamins,7/1/2010,15796
PT-71851,Vitamins,8/1/2010,16934
PT-71851,Vitamins,9/1/2010,22198
PT-71851,Vitamins,10/1/2010,17300
PT-71851,Vitamins,11/1/2010,22000
PT-71851,Vitamins,12/1/2010,8960
PT-72140,Heart related,1/1/2010,1651
PT-72140,Heart related,2/1/2010,3309
PT-72140,Heart related,3/1/2010,2474
PT-72140,Heart related,4/1/2010,2500
PT-72140,Heart related,5/1/2010,5412
PT-72140,Heart related,6/1/2010,2090
PT-72140,Heart related,7/1/2010,2341
PT-72140,Heart related,8/1/2010,2256
PT-72140,Heart related,9/1/2010,2199
PT-72140,Heart related,10/1/2010,2296
PT-72140,Heart related,11/1/2010,5017
PT-72140,Heart related,12/1/2010,1500
PT-72142,Pain Killer,1/1/2010,2040
PT-72142,Pain Killer,2/1/2010,2216
PT-72142,Pain Killer,3/1/2010,3370
PT-72142,Pain Killer,4/1/2010,1262
PT-72142,Pain Killer,5/1/2010,2188
PT-72142,Pain Killer,6/1/2010,1823
PT-72142,Pain Killer,7/1/2010,2226
PT-72142,Pain Killer,8/1/2010,2272
PT-72142,Pain Killer,9/1/2010,3336
PT-72142,Pain Killer,10/1/2010,4070
PT-72142,Pain Killer,11/1/2010,5113
PT-72142,Pain Killer,12/1/2010,846
PT-72143,Pain Killer,1/1/2010,1438
PT-72143,Pain Killer,2/1/2010,3420
PT-72143,Pain Killer,3/1/2010,2500
PT-72143,Pain Killer,4/1/2010,1900
PT-72143,Pain Killer,5/1/2010,2345
PT-72143,Pain Killer,6/1/2010,2389
PT-72143,Pain Killer,7/1/2010,2200
PT-72143,Pain Killer,8/1/2010,1780
PT-72143,Pain Killer,9/1/2010,2200
PT-72143,Pain Killer,10/1/2010,2482
PT-72143,Pain Killer,11/1/2010,3818
PT-72143,Pain Killer,12/1/2010,1500
PT-78527,Acidity,1/1/2010,1606
PT-78527,Acidity,2/1/2010,1650
PT-78527,Acidity,3/1/2010,2308
PT-78527,Acidity,4/1/2010,1900
PT-78527,Acidity,5/1/2010,2500
PT-78527,Acidity,6/1/2010,2498
PT-78527,Acidity,7/1/2010,2166
PT-78527,Acidity,8/1/2010,1905
PT-78527,Acidity,9/1/2010,4802
PT-78527,Acidity,10/1/2010,2340
PT-78527,Acidity,11/1/2010,2558
PT-78527,Acidity,12/1/2010,1500
PT-83183,Stomach pain killers,1/1/2010,25000
PT-83183,Stomach pain killers,2/1/2010,24728
PT-83183,Stomach pain killers,3/1/2010,31955
PT-83183,Stomach pain killers,4/1/2010,22475
PT-83183,Stomach pain killers,5/1/2010,36000
PT-83183,Stomach pain killers,6/1/2010,39962
PT-83183,Stomach pain killers,7/1/2010,28173
PT-83183,Stomach pain killers,8/1/2010,29077
PT-83183,Stomach pain killers,9/1/2010,37800
PT-83183,Stomach pain killers,10/1/2010,28007
PT-83183,Stomach pain killers,11/1/2010,37068
PT-83183,Stomach pain killers,12/1/2010,19524
PT-84475,Douche bag,1/1/2010,2500
PT-84475,Douche bag,2/1/2010,5624
PT-84475,Douche bag,3/1/2010,3969
PT-84475,Douche bag,4/1/2010,2964
PT-84475,Douche bag,5/1/2010,3370
PT-84475,Douche bag,6/1/2010,3500
PT-84475,Douche bag,7/1/2010,3712
PT-84475,Douche bag,8/1/2010,5000
PT-84475,Douche bag,9/1/2010,6655
PT-84475,Douche bag,10/1/2010,4216
PT-84475,Douche bag,11/1/2010,6238
PT-84475,Douche bag,12/1/2010,1497
PT-84822,Muscle Relaxing,1/1/2010,1800
PT-84822,Muscle Relaxing,2/1/2010,2196
PT-84822,Muscle Relaxing,3/1/2010,2555
PT-84822,Muscle Relaxing,4/1/2010,2372
PT-84822,Muscle Relaxing,5/1/2010,3040
PT-84822,Muscle Relaxing,6/1/2010,2507
PT-84822,Muscle Relaxing,7/1/2010,1926
PT-84822,Muscle Relaxing,8/1/2010,4500
PT-84822,Muscle Relaxing,9/1/2010,4108
PT-84822,Muscle Relaxing,10/1/2010,2094
PT-84822,Muscle Relaxing,11/1/2010,7242
PT-84822,Muscle Relaxing,12/1/2010,2721
PT-84861,Antiflatulent,1/1/2010,23561
PT-84861,Antiflatulent,2/1/2010,32359
PT-84861,Antiflatulent,3/1/2010,38042
PT-84861,Antiflatulent,4/1/2010,33471
PT-84861,Antiflatulent,5/1/2010,36874
PT-84861,Antiflatulent,6/1/2010,30155
PT-84861,Antiflatulent,7/1/2010,37272
PT-84861,Antiflatulent,8/1/2010,39129
PT-84861,Antiflatulent,9/1/2010,47027
PT-84861,Antiflatulent,10/1/2010,44850
PT-84861,Antiflatulent,11/1/2010,67254
PT-84861,Antiflatulent,12/1/2010,21354
PT-85068,Memory Pills,1/1/2010,3006
PT-85068,Memory Pills,2/1/2010,3446
PT-85068,Memory Pills,3/1/2010,4322
PT-85068,Memory Pills,4/1/2010,4396
PT-85068,Memory Pills,5/1/2010,4393
PT-85068,Memory Pills,6/1/2010,6322
PT-85068,Memory Pills,7/1/2010,5055
PT-85068,Memory Pills,8/1/2010,5500
PT-85068,Memory Pills,9/1/2010,4078
PT-85068,Memory Pills,10/1/2010,6500
PT-85068,Memory Pills,11/1/2010,8425
PT-85068,Memory Pills,12/1/2010,3706
PT-86686,Stomach Protectors,1/1/2010,874
PT-86686,Stomach Protectors,2/1/2010,2300
PT-86686,Stomach Protectors,3/1/2010,3048
PT-86686,Stomach Protectors,4/1/2010,1700
PT-86686,Stomach Protectors,5/1/2010,2320
PT-86686,Stomach Protectors,6/1/2010,2512
PT-86686,Stomach Protectors,7/1/2010,1878
PT-86686,Stomach Protectors,8/1/2010,2160
PT-86686,Stomach Protectors,9/1/2010,1272
PT-86686,Stomach Protectors,10/1/2010,2164
PT-86686,Stomach Protectors,11/1/2010,2031
PT-86686,Stomach Protectors,12/1/2010,1985
PT-86926,Vitamins,1/1/2010,14709
PT-86926,Vitamins,2/1/2010,36212
PT-86926,Vitamins,3/1/2010,28000
PT-86926,Vitamins,4/1/2010,28430
PT-86926,Vitamins,5/1/2010,28421
PT-86926,Vitamins,6/1/2010,25947
PT-86926,Vitamins,7/1/2010,28456
PT-86926,Vitamins,8/1/2010,20331
PT-86926,Vitamins,9/1/2010,21530
PT-86926,Vitamins,10/1/2010,24208
PT-86926,Vitamins,11/1/2010,25000
PT-86926,Vitamins,12/1/2010,8412
PT-87064,Calluses Cream,1/1/2010,463
PT-87064,Calluses Cream,2/1/2010,1183
PT-87064,Calluses Cream,3/1/2010,846
PT-87064,Calluses Cream,4/1/2010,750
PT-87064,Calluses Cream,5/1/2010,1917
PT-87064,Calluses Cream,6/1/2010,2439
PT-87064,Calluses Cream,7/1/2010,1033
PT-87064,Calluses Cream,8/1/2010,1248
PT-87064,Calluses Cream,9/1/2010,2000
PT-87064,Calluses Cream,10/1/2010,1065
PT-87064,Calluses Cream,11/1/2010,1928
PT-87064,Calluses Cream,12/1/2010,360
PT-88294,Heart related,1/1/2010,4316
PT-88294,Heart related,2/1/2010,6414
PT-88294,Heart related,3/1/2010,14706
PT-88294,Heart related,4/1/2010,7615
PT-88294,Heart related,5/1/2010,17394
PT-88294,Heart related,6/1/2010,9303
PT-88294,Heart related,7/1/2010,10902
PT-88294,Heart related,8/1/2010,10645
PT-88294,Heart related,9/1/2010,13235
PT-88294,Heart related,10/1/2010,19315
PT-88294,Heart related,11/1/2010,23394
PT-88294,Heart related,12/1/2010,2426
PT-89326,Muscle Relaxing,1/1/2010,1140
PT-89326,Muscle Relaxing,2/1/2010,2899
PT-89326,Muscle Relaxing,3/1/2010,3665
PT-89326,Muscle Relaxing,4/1/2010,3250
PT-89326,Muscle Relaxing,5/1/2010,6121
PT-89326,Muscle Relaxing,6/1/2010,6026
PT-89326,Muscle Relaxing,7/1/2010,4500
PT-89326,Muscle Relaxing,8/1/2010,8498
PT-89326,Muscle Relaxing,9/1/2010,6620
PT-89326,Muscle Relaxing,10/1/2010,6921
PT-89326,Muscle Relaxing,11/1/2010,7400
PT-89326,Muscle Relaxing,12/1/2010,3591
PT-89474,Douche bag,1/1/2010,2491
PT-89474,Douche bag,2/1/2010,6301
PT-89474,Douche bag,3/1/2010,5579
PT-89474,Douche bag,4/1/2010,7764
PT-89474,Douche bag,5/1/2010,5542
PT-89474,Douche bag,6/1/2010,10230
PT-89474,Douche bag,7/1/2010,7080
PT-89474,Douche bag,8/1/2010,7938
PT-89474,Douche bag,9/1/2010,12530
PT-89474,Douche bag,10/1/2010,13628
PT-89474,Douche bag,11/1/2010,15812
PT-89474,Douche bag,12/1/2010,3340
PT-90860,Muscle Relaxing,1/1/2010,5681
PT-90860,Muscle Relaxing,2/1/2010,9700
PT-90860,Muscle Relaxing,3/1/2010,14581
PT-90860,Muscle Relaxing,4/1/2010,9278
PT-90860,Muscle Relaxing,5/1/2010,9218
PT-90860,Muscle Relaxing,6/1/2010,12606
PT-90860,Muscle Relaxing,7/1/2010,8081
PT-90860,Muscle Relaxing,8/1/2010,7335
PT-90860,Muscle Relaxing,9/1/2010,9095
PT-90860,Muscle Relaxing,10/1/2010,12283
PT-90860,Muscle Relaxing,11/1/2010,15286
PT-90860,Muscle Relaxing,12/1/2010,6882
PT-90993,Liver protector,1/1/2010,4720
PT-90993,Liver protector,2/1/2010,5607
PT-90993,Liver protector,3/1/2010,7518
PT-90993,Liver protector,4/1/2010,8324
PT-90993,Liver protector,5/1/2010,6314
PT-90993,Liver protector,6/1/2010,7281
PT-90993,Liver protector,7/1/2010,6018
PT-90993,Liver protector,8/1/2010,10817
PT-90993,Liver protector,9/1/2010,6440
PT-90993,Liver protector,10/1/2010,4798
PT-90993,Liver protector,11/1/2010,6116
PT-90993,Liver protector,12/1/2010,8522
PT-91215,Heart related,1/1/2010,4170
PT-91215,Heart related,2/1/2010,8376
PT-91215,Heart related,3/1/2010,14321
PT-91215,Heart related,4/1/2010,14497
PT-91215,Heart related,5/1/2010,22660
PT-91215,Heart related,6/1/2010,21047
PT-91215,Heart related,7/1/2010,16121
PT-91215,Heart related,8/1/2010,19023
PT-91215,Heart related,9/1/2010,25530
PT-91215,Heart related,10/1/2010,22514
PT-91215,Heart related,11/1/2010,32194
PT-91215,Heart related,12/1/2010,6202
PT-92460,Stomach Protectors,1/1/2010,2843
PT-92460,Stomach Protectors,2/1/2010,14402
PT-92460,Stomach Protectors,3/1/2010,5689
PT-92460,Stomach Protectors,4/1/2010,6567
PT-92460,Stomach Protectors,5/1/2010,9418
PT-92460,Stomach Protectors,6/1/2010,8551
PT-92460,Stomach Protectors,7/1/2010,6088
PT-92460,Stomach Protectors,8/1/2010,9034
PT-92460,Stomach Protectors,9/1/2010,9051
PT-92460,Stomach Protectors,10/1/2010,8264
PT-92460,Stomach Protectors,11/1/2010,19868
PT-92460,Stomach Protectors,12/1/2010,1166
PT-92494,Stomach Protectors,1/1/2010,241
PT-92494,Stomach Protectors,2/1/2010,569
PT-92494,Stomach Protectors,3/1/2010,347
PT-92494,Stomach Protectors,4/1/2010,537
PT-92494,Stomach Protectors,5/1/2010,438
PT-92494,Stomach Protectors,6/1/2010,587
PT-92494,Stomach Protectors,7/1/2010,389
PT-92494,Stomach Protectors,8/1/2010,687
PT-92494,Stomach Protectors,9/1/2010,670
PT-92494,Stomach Protectors,10/1/2010,779
PT-92494,Stomach Protectors,11/1/2010,1055
PT-92494,Stomach Protectors,12/1/2010,335
PT-92791,Stomach Protectors,1/1/2010,1938
PT-92791,Stomach Protectors,2/1/2010,5405
PT-92791,Stomach Protectors,3/1/2010,5723
PT-92791,Stomach Protectors,4/1/2010,5059
PT-92791,Stomach Protectors,5/1/2010,4042
PT-92791,Stomach Protectors,6/1/2010,2761
PT-92791,Stomach Protectors,7/1/2010,4368
PT-92791,Stomach Protectors,8/1/2010,4870
PT-92791,Stomach Protectors,9/1/2010,5181
PT-92791,Stomach Protectors,10/1/2010,2712
PT-92791,Stomach Protectors,11/1/2010,4463
PT-92791,Stomach Protectors,12/1/2010,964
PT-95625,Vitamins,1/1/2010,7150
PT-95625,Vitamins,2/1/2010,4932
PT-95625,Vitamins,3/1/2010,6128
PT-95625,Vitamins,4/1/2010,5394
PT-95625,Vitamins,5/1/2010,7010
PT-95625,Vitamins,6/1/2010,6802
PT-95625,Vitamins,7/1/2010,4210
PT-95625,Vitamins,8/1/2010,4103
PT-95625,Vitamins,9/1/2010,9754
PT-95625,Vitamins,10/1/2010,11555
PT-95625,Vitamins,11/1/2010,2641
PT-95625,Vitamins,12/1/2010,2101
PT-09936,Antiflatulent,1/1/2010,1562
PT-09936,Antiflatulent,2/1/2010,10750
PT-09936,Antiflatulent,3/1/2010,22000
PT-09936,Antiflatulent,4/1/2010,7005
PT-09936,Antiflatulent,5/1/2010,13973
PT-09936,Antiflatulent,6/1/2010,15071
PT-09936,Antiflatulent,7/1/2010,9530
PT-09936,Antiflatulent,8/1/2010,15789
PT-09936,Antiflatulent,9/1/2010,15500
PT-09936,Antiflatulent,10/1/2010,26000
PT-09936,Antiflatulent,11/1/2010,14538
PT-09936,Antiflatulent,12/1/2010,5000
PT-09985,Antiflatulent,1/1/2010,4997
PT-09985,Antiflatulent,2/1/2010,21148
PT-09985,Antiflatulent,3/1/2010,9672
PT-09985,Antiflatulent,4/1/2010,11862
PT-09985,Antiflatulent,5/1/2010,9225
PT-09985,Antiflatulent,6/1/2010,8063
PT-09985,Antiflatulent,7/1/2010,7518
PT-09985,Antiflatulent,8/1/2010,11088
PT-09985,Antiflatulent,9/1/2010,13556
PT-09985,Antiflatulent,10/1/2010,11562
PT-09985,Antiflatulent,11/1/2010,16861
PT-09985,Antiflatulent,12/1/2010,4500
PT-27524,Cough Pills,1/1/2010,5400
PT-27524,Cough Pills,2/1/2010,5299
PT-27524,Cough Pills,3/1/2010,18143
PT-27524,Cough Pills,4/1/2010,10529
PT-27524,Cough Pills,5/1/2010,8564
PT-27524,Cough Pills,6/1/2010,9836
PT-27524,Cough Pills,7/1/2010,9441
PT-27524,Cough Pills,8/1/2010,5633
PT-27524,Cough Pills,9/1/2010,11140
PT-27524,Cough Pills,10/1/2010,9504
PT-27524,Cough Pills,11/1/2010,10504
PT-27524,Cough Pills,12/1/2010,5704
PT-27540,Cough Syrop,1/1/2010,6300
PT-27540,Cough Syrop,2/1/2010,8064
PT-27540,Cough Syrop,3/1/2010,9204
PT-27540,Cough Syrop,4/1/2010,7916
PT-27540,Cough Syrop,5/1/2010,10000
PT-27540,Cough Syrop,6/1/2010,11300
PT-27540,Cough Syrop,7/1/2010,8000
PT-27540,Cough Syrop,8/1/2010,8109
PT-27540,Cough Syrop,9/1/2010,8872
PT-27540,Cough Syrop,10/1/2010,8224
PT-27540,Cough Syrop,11/1/2010,12022
PT-27540,Cough Syrop,12/1/2010,4733
PT-36004,Enema,1/1/2010,13465
PT-36004,Enema,2/1/2010,29040
PT-36004,Enema,3/1/2010,28881
PT-36004,Enema,4/1/2010,45594
PT-36004,Enema,5/1/2010,47437
PT-36004,Enema,6/1/2010,46754
PT-36004,Enema,7/1/2010,32833
PT-36004,Enema,8/1/2010,37894
PT-36004,Enema,9/1/2010,35730
PT-36004,Enema,10/1/2010,47074
PT-36004,Enema,11/1/2010,58860
PT-36004,Enema,12/1/2010,10485
PT-42838,Skin fungus,1/1/2010,2434
PT-42838,Skin fungus,2/1/2010,3690
PT-42838,Skin fungus,3/1/2010,4586
PT-42838,Skin fungus,4/1/2010,2741
PT-42838,Skin fungus,5/1/2010,5276
PT-42838,Skin fungus,6/1/2010,5267
PT-42838,Skin fungus,7/1/2010,3232
PT-42838,Skin fungus,8/1/2010,1974
PT-42838,Skin fungus,9/1/2010,8782
PT-42838,Skin fungus,10/1/2010,5053
PT-42838,Skin fungus,11/1/2010,7048
PT-42838,Skin fungus,12/1/2010,9636
PT-42960,Skin fungus,1/1/2010,7500
PT-42960,Skin fungus,2/1/2010,12370
PT-42960,Skin fungus,3/1/2010,15692
PT-42960,Skin fungus,4/1/2010,12833
PT-42960,Skin fungus,5/1/2010,11092
PT-42960,Skin fungus,6/1/2010,11528
PT-42960,Skin fungus,7/1/2010,15096
PT-42960,Skin fungus,8/1/2010,11612
PT-42960,Skin fungus,9/1/2010,14500
PT-42960,Skin fungus,10/1/2010,19800
PT-42960,Skin fungus,11/1/2010,20157
PT-42960,Skin fungus,12/1/2010,4471
PT-42978,Skin fungus,1/1/2010,17113
PT-42978,Skin fungus,2/1/2010,20320
PT-42978,Skin fungus,3/1/2010,29617
PT-42978,Skin fungus,4/1/2010,30576
PT-42978,Skin fungus,5/1/2010,24041
PT-42978,Skin fungus,6/1/2010,30641
PT-42978,Skin fungus,7/1/2010,27696
PT-42978,Skin fungus,8/1/2010,23434
PT-42978,Skin fungus,9/1/2010,29485
PT-42978,Skin fungus,10/1/2010,34828
PT-42978,Skin fungus,11/1/2010,35202
PT-42978,Skin fungus,12/1/2010,13098
PT-43067,Skin fungus,1/1/2010,2180
PT-43067,Skin fungus,2/1/2010,7559
PT-43067,Skin fungus,3/1/2010,8584
PT-43067,Skin fungus,4/1/2010,8340
PT-43067,Skin fungus,5/1/2010,8478
PT-43067,Skin fungus,6/1/2010,9440
PT-43067,Skin fungus,7/1/2010,8304
PT-43067,Skin fungus,8/1/2010,6562
PT-43067,Skin fungus,9/1/2010,10040
PT-43067,Skin fungus,10/1/2010,11678
PT-43067,Skin fungus,11/1/2010,7115
PT-43067,Skin fungus,12/1/2010,9108
PT-45575,Antidiarrheal,1/1/2010,38561
PT-45575,Antidiarrheal,2/1/2010,68368
PT-45575,Antidiarrheal,3/1/2010,84953
PT-45575,Antidiarrheal,4/1/2010,69000
PT-45575,Antidiarrheal,5/1/2010,60960
PT-45575,Antidiarrheal,6/1/2010,78000
PT-45575,Antidiarrheal,7/1/2010,65104
PT-45575,Antidiarrheal,8/1/2010,57000
PT-45575,Antidiarrheal,9/1/2010,68883
PT-45575,Antidiarrheal,10/1/2010,70307
PT-45575,Antidiarrheal,11/1/2010,78498
PT-45575,Antidiarrheal,12/1/2010,15852
PT-45583,Antidiarrheal,1/1/2010,1409
PT-45583,Antidiarrheal,2/1/2010,3000
PT-45583,Antidiarrheal,3/1/2010,4236
PT-45583,Antidiarrheal,4/1/2010,2444
PT-45583,Antidiarrheal,5/1/2010,3589
PT-45583,Antidiarrheal,6/1/2010,2368
PT-45583,Antidiarrheal,7/1/2010,3729
PT-45583,Antidiarrheal,8/1/2010,2113
PT-45583,Antidiarrheal,9/1/2010,3956
PT-45583,Antidiarrheal,10/1/2010,2837
PT-45583,Antidiarrheal,11/1/2010,3966
PT-45583,Antidiarrheal,12/1/2010,2166
PT-55186,Flu,1/1/2010,4372
PT-55186,Flu,2/1/2010,6895
PT-55186,Flu,3/1/2010,6579
PT-55186,Flu,4/1/2010,13400
PT-55186,Flu,5/1/2010,6745
PT-55186,Flu,6/1/2010,8993
PT-55186,Flu,7/1/2010,9843
PT-55186,Flu,8/1/2010,7120
PT-55186,Flu,9/1/2010,8424
PT-55186,Flu,10/1/2010,9862
PT-55186,Flu,11/1/2010,12300
PT-55186,Flu,12/1/2010,2656
PT-68569,Heart related,1/1/2010,3439
PT-68569,Heart related,2/1/2010,5466
PT-68569,Heart related,3/1/2010,4918
PT-68569,Heart related,4/1/2010,4395
PT-68569,Heart related,5/1/2010,7441
PT-68569,Heart related,6/1/2010,3100
PT-68569,Heart related,7/1/2010,3247
PT-68569,Heart related,8/1/2010,4384
PT-68569,Heart related,9/1/2010,5990
PT-68569,Heart related,10/1/2010,4460
PT-68569,Heart related,11/1/2010,2500
PT-68569,Heart related,12/1/2010,2496
PT-73411,Muscle Relaxing,1/1/2010,2798
PT-73411,Muscle Relaxing,2/1/2010,6458
PT-73411,Muscle Relaxing,3/1/2010,11990
PT-73411,Muscle Relaxing,4/1/2010,7056
PT-73411,Muscle Relaxing,5/1/2010,10500
PT-73411,Muscle Relaxing,6/1/2010,9071
PT-73411,Muscle Relaxing,7/1/2010,8354
PT-73411,Muscle Relaxing,8/1/2010,10604
PT-73411,Muscle Relaxing,9/1/2010,14930
PT-73411,Muscle Relaxing,10/1/2010,13482
PT-73411,Muscle Relaxing,11/1/2010,16664
PT-73411,Muscle Relaxing,12/1/2010,4589
PT-73445,Liver Protector,1/1/2010,5351
PT-73445,Liver Protector,2/1/2010,7500
PT-73445,Liver Protector,3/1/2010,19448
PT-73445,Liver Protector,4/1/2010,15460
PT-73445,Liver Protector,5/1/2010,9445
PT-73445,Liver Protector,6/1/2010,9388
PT-73445,Liver Protector,7/1/2010,7215
PT-73445,Liver Protector,8/1/2010,10739
PT-73445,Liver Protector,9/1/2010,18947
PT-73445,Liver Protector,10/1/2010,7332
PT-73445,Liver Protector,11/1/2010,10048
PT-73445,Liver Protector,12/1/2010,9852
PT-89128,Cough Syrop,1/1/2010,14715
PT-89128,Cough Syrop,2/1/2010,12961
PT-89128,Cough Syrop,3/1/2010,26042
PT-89128,Cough Syrop,4/1/2010,17635
PT-89128,Cough Syrop,5/1/2010,15851
PT-89128,Cough Syrop,6/1/2010,12900
PT-89128,Cough Syrop,7/1/2010,15622
PT-89128,Cough Syrop,8/1/2010,21782
PT-89128,Cough Syrop,9/1/2010,17786
PT-89128,Cough Syrop,10/1/2010,28325
PT-89128,Cough Syrop,11/1/2010,28262
PT-89128,Cough Syrop,12/1/2010,10216
PT-91934,Laxative,1/1/2010,3642
PT-91934,Laxative,2/1/2010,4020
PT-91934,Laxative,3/1/2010,6644
PT-91934,Laxative,4/1/2010,6428
PT-91934,Laxative,5/1/2010,6370
PT-91934,Laxative,6/1/2010,5738
PT-91934,Laxative,7/1/2010,4493
PT-91934,Laxative,8/1/2010,6863
PT-91934,Laxative,9/1/2010,9002
PT-91934,Laxative,10/1/2010,9717
PT-91934,Laxative,11/1/2010,8520
